
0,2
0,3
0,5
0,6
0,7
0,11
0,12
0,13
0,14
0,16
0,17
0,18
0,19
0,20
1,5
2,0
2,5
3,0
3,5
4,5
5,0
5,1
5,2
5,3
5,4
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,13
5,14
5,15
5,16
5,17
5,18
5,19
5,20
5,21
5,22
6,0
6,5
6,10
7,0
7,5
8,5
9,5
10,5
10,6
10,11
10,12
10,13
10,20
11,0
11,5
11,10
12,0
12,5
12,10
13,0
13,5
13,10
14,0
14,5
15,5
16,0
16,5
17,0
17,5
18,0
18,5
19,0
19,5
20,0
20,5
20,10
21,5
22,5
