
1,9
2,10
2,9
2,1
3,11
4,11
4,3
4,12
5,1
5,9
5,13
6,1
6,2
6,5
6,12
6,14
6,9
6,13
6,10
6,11
7,11
7,15
7,3
8,9
8,10
8,15
8,11
8,16
8,3
8,4
8,7
8,12
10,9
12,11
14,13
16,15
19,11
19,18
20,9
20,17
21,29
21,22
23,24
25,21
25,26
25,22
25,29
26,22
27,24
27,29
27,23
27,28
28,24
42,11
42,12
44,10
44,9
55,11
55,18
56,9
56,17
78,12
78,11
80,9
80,10
91,11
91,18
92,17
92,9
114,11
114,12
116,9
116,10
127,18
127,11
128,9
128,17
150,12
150,11
152,10
152,9
163,11
163,18
164,9
164,17
1,37
1,45
2,37
2,46
2,38
2,45
3,39
3,47
4,39
4,40
4,48
4,47
5,37
5,41
5,49
5,45
6,42
6,37
6,41
6,45
6,49
6,47
6,38
6,48
6,46
6,50
7,39
7,43
7,47
7,51
8,51
8,46
8,44
8,47
8,43
8,40
8,39
8,52
8,45
8,48
9,45
10,46
10,45
11,47
12,47
12,48
13,49
14,49
14,50
15,51
16,52
16,51
17,53
18,54
19,32
19,47
19,54
19,55
20,30
20,45
20,53
20,56
21,30
21,58
21,57
22,30
22,58
23,32
23,31
23,59
24,32
25,31
25,30
25,34
25,32
25,33
25,58
25,57
26,30
26,34
26,58
27,32
27,31
27,36
27,30
27,35
27,59
28,32
28,36
29,30
31,32
33,34
35,36
37,45
38,37
38,45
38,46
39,47
40,48
40,39
40,47
41,45
41,49
42,45
42,50
42,41
42,47
42,48
42,46
42,49
43,47
43,51
44,48
44,43
44,52
44,47
44,51
44,45
44,46
46,45
48,47
50,49
52,51
55,32
55,54
55,47
56,30
56,53
56,45
57,58
61,32
61,31
63,30
63,29
78,48
78,47
80,45
80,46
91,47
91,32
91,54
92,30
92,45
92,53
97,32
97,31
99,29
99,30
114,47
114,48
116,46
116,45
127,32
127,54
127,47
128,45
128,30
128,53
133,32
133,31
135,29
135,30
150,47
150,48
152,45
152,46
163,32
163,47
163,54
164,45
164,30
164,53
169,31
169,32
171,29
171,30
6,84
6,83
8,81
8,82
19,68
19,83
20,66
20,81
21,65
21,66
22,66
23,67
23,68
23,60
24,60
24,68
25,66
25,62
25,65
25,61
25,70
25,68
25,69
25,67
26,62
26,70
26,66
27,60
27,68
27,71
27,63
27,67
27,72
27,66
27,64
27,65
28,60
28,64
28,72
28,68
29,65
29,66
30,66
31,68
31,67
32,68
33,69
33,70
34,70
35,71
35,72
36,72
42,84
42,83
44,82
44,81
55,83
55,68
56,66
56,81
57,65
57,66
58,66
59,60
59,68
59,67
60,68
61,67
61,62
61,65
61,66
61,68
61,69
61,70
62,66
62,70
63,68
63,64
63,67
63,71
63,66
63,72
63,65
64,68
64,72
65,66
67,68
69,70
71,72
73,81
74,73
74,81
74,82
75,83
76,75
76,83
76,84
77,81
77,73
77,85
78,73
78,82
78,81
78,83
78,74
78,77
78,84
78,85
78,86
79,75
79,87
79,83
80,75
80,76
80,81
80,84
80,82
80,87
80,83
80,88
80,79
82,81
84,83
86,85
88,87
91,68
91,83
92,66
92,81
97,67
97,68
99,65
99,66
114,83
114,84
116,82
116,81
127,68
127,83
128,66
128,81
133,67
133,68
135,65
135,66
150,83
150,84
152,82
152,81
163,83
163,68
164,66
164,81
169,68
169,67
171,65
171,66
19,90
19,104
20,89
20,102
25,104
25,103
27,101
27,102
55,90
55,104
56,89
56,102
61,104
61,103
63,102
63,101
73,109
74,109
74,110
75,111
76,111
76,112
77,109
77,113
78,109
78,114
78,110
78,113
79,111
79,115
80,112
80,115
80,111
80,116
91,90
91,104
92,89
92,102
93,94
93,101
93,102
94,102
95,103
95,96
95,104
96,104
97,93
97,94
97,105
97,103
97,104
97,98
97,101
97,102
97,106
98,94
98,102
98,106
99,95
99,107
99,101
99,100
99,102
99,103
99,96
99,108
99,104
100,96
100,108
100,104
101,102
103,104
105,106
107,108
110,109
112,111
114,113
116,115
127,90
127,104
128,89
128,102
133,103
133,104
135,101
135,102
163,90
163,104
164,89
164,102
169,104
169,103
171,101
171,102
1,145
2,146
2,145
3,147
4,147
5,145
6,119
6,120
6,145
6,146
7,147
8,117
8,118
8,147
19,126
19,119
19,140
20,138
20,117
20,125
21,130
21,137
21,138
21,129
22,130
22,138
23,132
23,131
23,139
23,140
24,132
24,140
25,130
25,142
25,129
25,141
25,134
25,143
25,133
25,137
25,138
25,139
25,140
25,144
26,134
26,138
26,130
26,140
26,144
26,142
27,135
27,131
27,143
27,132
27,136
27,137
27,138
27,140
27,141
27,139
27,144
27,142
28,142
28,132
28,140
28,136
28,138
28,144
29,137
29,138
30,138
31,140
31,139
32,140
33,138
33,139
33,141
33,140
33,137
33,142
33,143
33,144
34,138
34,142
34,144
34,140
35,137
35,141
35,143
35,140
35,138
35,142
35,139
35,144
36,140
36,142
36,144
36,138
37,145
38,146
38,145
39,147
40,147
42,120
42,119
44,118
44,117
55,119
55,126
55,140
56,138
56,117
56,125
57,129
57,137
57,130
57,138
58,130
58,138
59,132
59,139
59,131
59,140
60,132
60,140
61,138
61,144
61,139
61,142
61,134
61,140
61,133
61,137
61,141
61,143
62,142
62,138
62,134
62,144
62,140
63,141
63,143
63,138
63,135
63,136
63,140
63,137
63,139
63,142
63,144
64,142
64,138
64,144
64,136
64,140
65,137
65,138
66,138
67,140
67,139
68,140
69,139
69,138
69,140
69,141
69,137
69,142
69,144
69,143
70,138
70,142
70,140
70,144
71,138
71,143
71,142
71,137
71,140
71,144
71,141
71,139
72,140
72,138
72,144
72,142
73,117
73,145
74,118
74,117
74,145
74,146
75,119
75,147
76,120
76,119
76,147
77,117
77,121
77,145
78,117
78,122
78,121
78,118
78,120
78,119
78,146
78,145
79,123
79,119
79,147
80,119
80,124
80,117
80,120
80,118
80,123
80,147
81,117
82,117
82,118
83,119
84,119
84,120
85,121
86,121
86,122
87,123
88,123
88,124
89,125
90,126
91,119
91,126
91,127
91,140
92,125
92,117
92,128
92,138
93,129
93,130
93,138
93,137
94,130
94,138
95,131
95,139
95,132
95,140
96,132
96,140
97,129
97,134
97,140
97,133
97,141
97,139
97,144
97,130
97,138
97,137
97,143
97,142
98,130
98,134
98,140
98,138
98,142
98,144
99,132
99,136
99,140
99,137
99,138
99,141
99,139
99,131
99,143
99,135
99,142
99,144
100,132
100,140
100,144
100,142
100,136
100,138
101,138
101,137
102,138
103,140
103,139
104,140
105,139
105,140
105,137
105,138
105,141
105,143
105,142
105,144
106,140
106,138
106,142
106,144
107,137
107,142
107,143
107,139
107,144
107,140
107,141
107,138
108,140
108,138
108,144
108,142
109,117
109,145
110,117
110,118
110,146
110,145
111,119
111,147
112,120
112,119
112,147
113,121
113,117
114,118
114,120
114,122
114,117
