
5,4
5,3
6,3
6,4
7,6
7,1
7,2
7,5
8,1
8,6
8,2
8,5
17,5
17,6
17,1
17,4
17,2
17,8
18,8
18,7
18,3
18,6
18,4
18,2
19,2
19,4
19,7
19,3
19,8
19,6
19,5
20,2
20,6
20,1
20,8
20,5
20,4
20,7
21,1
21,5
21,4
21,13
21,6
21,7
21,17
21,12
21,2
21,10
21,18
21,9
21,11
21,15
21,8
21,3
21,20
21,14
21,16
21,19
22,2
22,8
22,7
22,14
22,13
22,12
22,15
22,1
22,17
22,9
22,4
22,16
22,5
22,10
22,6
22,20
22,19
23,4
23,5
23,8
23,15
23,2
23,1
23,20
23,13
23,14
23,6
23,9
23,19
23,12
23,3
23,10
23,7
23,17
23,11
23,16
23,18
24,3
24,4
24,7
24,2
24,5
24,12
24,6
24,13
24,14
24,11
24,10
24,15
24,19
24,8
24,20
24,16
24,18
25,3
25,2
25,11
25,7
25,1
25,8
25,6
25,5
25,4
25,13
25,20
25,16
25,18
25,12
25,15
25,9
25,14
25,10
25,17
25,19
25,23
25,24
26,5
26,2
26,9
26,10
26,17
26,7
26,3
26,6
26,20
26,4
26,1
26,12
26,8
26,14
26,15
26,13
26,23
26,16
26,19
26,24
27,3
27,7
27,1
27,9
27,13
27,8
27,2
27,6
27,12
27,5
27,22
27,11
27,18
27,10
27,16
27,14
27,25
27,19
27,4
27,17
27,26
27,21
27,15
27,20
28,1
28,6
28,14
28,5
28,3
28,7
28,12
28,26
28,8
28,16
28,4
28,2
28,10
28,18
28,11
28,20
28,22
28,13
28,25
28,15
28,21
28,19
29,4
29,2
29,7
29,1
29,3
29,8
29,6
29,5
30,2
30,4
30,8
30,5
30,1
30,6
31,3
31,6
31,7
31,4
31,2
31,8
31,1
31,5
32,2
32,4
32,6
32,8
32,7
32,3
33,6
33,1
33,7
33,3
33,5
33,2
33,4
33,8
34,1
34,8
34,4
34,7
34,5
34,3
34,2
34,6
35,3
35,1
35,5
35,2
35,7
35,6
35,8
35,4
36,1
36,6
36,5
36,2
36,4
36,3
36,7
36,8
37,8
37,20
37,23
37,7
37,21
37,22
37,17
37,26
37,27
